chunk,question
"AGREEMENT AND PLAN OF MERGER THIS AGREEMENT AND PLAN OF MERGER (this “Agreement”) is made and entered into as of January 18, 2022, by and among Microsoft Corporation, a Washington corporation (“Parent”), Anchorage Merger Sub Inc., a Delaware corporation and a wholly owned subsidiary of Parent (“Merger Sub”), and Activision Blizzard, Inc., a Delaware corporation (the “Company”). Each of Parent, Merger Sub and the Company are sometimes referred to as a “Party.” All capitalized terms that are used in this Agreement have the meanings given to them in Article I. RECITALS A. The Company Board has (i) determined that it is in the best interests of the Company and its stockholders to enter into this Agreement providing for the merger of Merger Sub with and into the Company (collectively with the other transactions contemplated by this Agreement, the “Merger”) in accordance with the General Corporation Law of the State of Delaware (the “DGCL”) upon the terms and subject to the conditions set forth herein and declared this Agreement advisable; (ii) approved the execution and delivery of this Agreement by the Company, the performance by the Company of its covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein; (iii) directed that the adoption of this Agreement be submitted to a vote at a meeting of the stockholders of the Company; and (iv) resolved to recommend that the stockholders of the Company vote in favor of the adoption of this Agreement in accordance with the DGCL. B. The boards of directors of each of Parent and Merger Sub have approved the execution and delivery of this Agreement, the performance of their respective covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be", Who are the parties involved in the Agreement and Plan of Merger?
"AGREEMENT AND PLAN OF MERGER THIS AGREEMENT AND PLAN OF MERGER (this “Agreement”) is made and entered into as of January 18, 2022, by and among Microsoft Corporation, a Washington corporation (“Parent”), Anchorage Merger Sub Inc., a Delaware corporation and a wholly owned subsidiary of Parent (“Merger Sub”), and Activision Blizzard, Inc., a Delaware corporation (the “Company”). Each of Parent, Merger Sub and the Company are sometimes referred to as a “Party.” All capitalized terms that are used in this Agreement have the meanings given to them in Article I. RECITALS A. The Company Board has (i) determined that it is in the best interests of the Company and its stockholders to enter into this Agreement providing for the merger of Merger Sub with and into the Company (collectively with the other transactions contemplated by this Agreement, the “Merger”) in accordance with the General Corporation Law of the State of Delaware (the “DGCL”) upon the terms and subject to the conditions set forth herein and declared this Agreement advisable; (ii) approved the execution and delivery of this Agreement by the Company, the performance by the Company of its covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein; (iii) directed that the adoption of this Agreement be submitted to a vote at a meeting of the stockholders of the Company; and (iv) resolved to recommend that the stockholders of the Company vote in favor of the adoption of this Agreement in accordance with the DGCL. B. The boards of directors of each of Parent and Merger Sub have approved the execution and delivery of this Agreement, the performance of their respective covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be", What is the purpose of the Merger as stated in the document?
"AGREEMENT AND PLAN OF MERGER THIS AGREEMENT AND PLAN OF MERGER (this “Agreement”) is made and entered into as of January 18, 2022, by and among Microsoft Corporation, a Washington corporation (“Parent”), Anchorage Merger Sub Inc., a Delaware corporation and a wholly owned subsidiary of Parent (“Merger Sub”), and Activision Blizzard, Inc., a Delaware corporation (the “Company”). Each of Parent, Merger Sub and the Company are sometimes referred to as a “Party.” All capitalized terms that are used in this Agreement have the meanings given to them in Article I. RECITALS A. The Company Board has (i) determined that it is in the best interests of the Company and its stockholders to enter into this Agreement providing for the merger of Merger Sub with and into the Company (collectively with the other transactions contemplated by this Agreement, the “Merger”) in accordance with the General Corporation Law of the State of Delaware (the “DGCL”) upon the terms and subject to the conditions set forth herein and declared this Agreement advisable; (ii) approved the execution and delivery of this Agreement by the Company, the performance by the Company of its covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein; (iii) directed that the adoption of this Agreement be submitted to a vote at a meeting of the stockholders of the Company; and (iv) resolved to recommend that the stockholders of the Company vote in favor of the adoption of this Agreement in accordance with the DGCL. B. The boards of directors of each of Parent and Merger Sub have approved the execution and delivery of this Agreement, the performance of their respective covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be", Why did the Company Board determine that entering into this Agreement was in the best interests of the Company and its stockholders?
"AGREEMENT AND PLAN OF MERGER THIS AGREEMENT AND PLAN OF MERGER (this “Agreement”) is made and entered into as of January 18, 2022, by and among Microsoft Corporation, a Washington corporation (“Parent”), Anchorage Merger Sub Inc., a Delaware corporation and a wholly owned subsidiary of Parent (“Merger Sub”), and Activision Blizzard, Inc., a Delaware corporation (the “Company”). Each of Parent, Merger Sub and the Company are sometimes referred to as a “Party.” All capitalized terms that are used in this Agreement have the meanings given to them in Article I. RECITALS A. The Company Board has (i) determined that it is in the best interests of the Company and its stockholders to enter into this Agreement providing for the merger of Merger Sub with and into the Company (collectively with the other transactions contemplated by this Agreement, the “Merger”) in accordance with the General Corporation Law of the State of Delaware (the “DGCL”) upon the terms and subject to the conditions set forth herein and declared this Agreement advisable; (ii) approved the execution and delivery of this Agreement by the Company, the performance by the Company of its covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein; (iii) directed that the adoption of this Agreement be submitted to a vote at a meeting of the stockholders of the Company; and (iv) resolved to recommend that the stockholders of the Company vote in favor of the adoption of this Agreement in accordance with the DGCL. B. The boards of directors of each of Parent and Merger Sub have approved the execution and delivery of this Agreement, the performance of their respective covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be", What is the role of Merger Sub in the Merger process?
"AGREEMENT AND PLAN OF MERGER THIS AGREEMENT AND PLAN OF MERGER (this “Agreement”) is made and entered into as of January 18, 2022, by and among Microsoft Corporation, a Washington corporation (“Parent”), Anchorage Merger Sub Inc., a Delaware corporation and a wholly owned subsidiary of Parent (“Merger Sub”), and Activision Blizzard, Inc., a Delaware corporation (the “Company”). Each of Parent, Merger Sub and the Company are sometimes referred to as a “Party.” All capitalized terms that are used in this Agreement have the meanings given to them in Article I. RECITALS A. The Company Board has (i) determined that it is in the best interests of the Company and its stockholders to enter into this Agreement providing for the merger of Merger Sub with and into the Company (collectively with the other transactions contemplated by this Agreement, the “Merger”) in accordance with the General Corporation Law of the State of Delaware (the “DGCL”) upon the terms and subject to the conditions set forth herein and declared this Agreement advisable; (ii) approved the execution and delivery of this Agreement by the Company, the performance by the Company of its covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein; (iii) directed that the adoption of this Agreement be submitted to a vote at a meeting of the stockholders of the Company; and (iv) resolved to recommend that the stockholders of the Company vote in favor of the adoption of this Agreement in accordance with the DGCL. B. The boards of directors of each of Parent and Merger Sub have approved the execution and delivery of this Agreement, the performance of their respective covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be", How have the boards of directors of Parent and Merger Sub responded to the Agreement?
"AGREEMENT AND PLAN OF MERGER THIS AGREEMENT AND PLAN OF MERGER (this “Agreement”) is made and entered into as of January 18, 2022, by and among Microsoft Corporation, a Washington corporation (“Parent”), Anchorage Merger Sub Inc., a Delaware corporation and a wholly owned subsidiary of Parent (“Merger Sub”), and Activision Blizzard, Inc., a Delaware corporation (the “Company”). Each of Parent, Merger Sub and the Company are sometimes referred to as a “Party.” All capitalized terms that are used in this Agreement have the meanings given to them in Article I. RECITALS A. The Company Board has (i) determined that it is in the best interests of the Company and its stockholders to enter into this Agreement providing for the merger of Merger Sub with and into the Company (collectively with the other transactions contemplated by this Agreement, the “Merger”) in accordance with the General Corporation Law of the State of Delaware (the “DGCL”) upon the terms and subject to the conditions set forth herein and declared this Agreement advisable; (ii) approved the execution and delivery of this Agreement by the Company, the performance by the Company of its covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein; (iii) directed that the adoption of this Agreement be submitted to a vote at a meeting of the stockholders of the Company; and (iv) resolved to recommend that the stockholders of the Company vote in favor of the adoption of this Agreement in accordance with the DGCL. B. The boards of directors of each of Parent and Merger Sub have approved the execution and delivery of this Agreement, the performance of their respective covenants and other obligations hereunder, and the consummation of the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be", What legal framework governs the Merger process according to the document?
"the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be submitted to a vote of Parent in its capacity as Merger Sub’s sole stockholder and resolved to recommend that Parent vote in favor of the adoption of this Agreement in accordance with the DGCL. AGREEMENT NOW, THEREFORE, in consideration of the foregoing premises and the representations, warranties, covenants and agreements set forth herein, as well as other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged and accepted, and intending to be legally bound hereby, Parent, Merger Sub and the Company agree as follows:", Who are the parties involved in the merger agreement described in the document?
"the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be submitted to a vote of Parent in its capacity as Merger Sub’s sole stockholder and resolved to recommend that Parent vote in favor of the adoption of this Agreement in accordance with the DGCL. AGREEMENT NOW, THEREFORE, in consideration of the foregoing premises and the representations, warranties, covenants and agreements set forth herein, as well as other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged and accepted, and intending to be legally bound hereby, Parent, Merger Sub and the Company agree as follows:", What role does the board of directors of Merger Sub play in the adoption of the agreement?
"the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be submitted to a vote of Parent in its capacity as Merger Sub’s sole stockholder and resolved to recommend that Parent vote in favor of the adoption of this Agreement in accordance with the DGCL. AGREEMENT NOW, THEREFORE, in consideration of the foregoing premises and the representations, warranties, covenants and agreements set forth herein, as well as other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged and accepted, and intending to be legally bound hereby, Parent, Merger Sub and the Company agree as follows:", How is the adoption of the agreement being facilitated by Parent as Merger Sub's sole stockholder?
"the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be submitted to a vote of Parent in its capacity as Merger Sub’s sole stockholder and resolved to recommend that Parent vote in favor of the adoption of this Agreement in accordance with the DGCL. AGREEMENT NOW, THEREFORE, in consideration of the foregoing premises and the representations, warranties, covenants and agreements set forth herein, as well as other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged and accepted, and intending to be legally bound hereby, Parent, Merger Sub and the Company agree as follows:", What legal framework is referenced in the document in relation to the agreement?
"the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be submitted to a vote of Parent in its capacity as Merger Sub’s sole stockholder and resolved to recommend that Parent vote in favor of the adoption of this Agreement in accordance with the DGCL. AGREEMENT NOW, THEREFORE, in consideration of the foregoing premises and the representations, warranties, covenants and agreements set forth herein, as well as other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged and accepted, and intending to be legally bound hereby, Parent, Merger Sub and the Company agree as follows:"," What considerations are mentioned as part of the agreement between Parent, Merger Sub, and the Company?"
"the Merger upon the terms and subject to the conditions set forth herein and the board of directors of Merger Sub has declared this Agreement advisable, directed that the adoption of this Agreement be submitted to a vote of Parent in its capacity as Merger Sub’s sole stockholder and resolved to recommend that Parent vote in favor of the adoption of this Agreement in accordance with the DGCL. AGREEMENT NOW, THEREFORE, in consideration of the foregoing premises and the representations, warranties, covenants and agreements set forth herein, as well as other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged and accepted, and intending to be legally bound hereby, Parent, Merger Sub and the Company agree as follows:", What actions have the parties taken to show their commitment to the agreement in the document?
"ARTICLE I DEFINITIONS & INTERPRETATIONS 1.1 Certain Definitions. For all purposes of and pursuant to this Agreement, the following capitalized terms have the following respective meanings: (a) “Acceptable Confidentiality Agreement” means a customary confidentiality agreement containing provisions that require any counterparty thereto (and any of its Affiliates and representatives named therein) that receives non-public information of or with respect to the Company to keep such information confidential (it being understood that such agreement need not contain provisions that would prohibit the making of any Acquisition Proposal) and with other terms that are no less restrictive in the aggregate to such counterparty (and any of its Affiliates and representatives named therein) than the terms of the Confidentiality Agreement. (b) “Acquisition Proposal” means any offer or proposal (other than an offer or proposal by Parent or Merger Sub) relating to an Acquisition Transaction. (c) “Acquisition Transaction” means any transaction or series of related transactions (other than the Merger) involving: (i) any direct or indirect purchase or other acquisition by any Person or “group” (as defined pursuant to Section 13(d) of the Exchange Act) of Persons, whether from the Company or any other Person(s), of securities representing more than 15% of the total outstanding voting power of the Company after giving effect to the consummation of such purchase or other acquisition, including pursuant to a tender offer or exchange offer by any Person or “group” of Persons that, if consummated in accordance with its terms, would result in such Person or “group” of Persons beneficially owning more than 15% of the total outstanding voting power of the Company after giving effect to the consummation of such tender or exchange offer; (ii) any direct or indirect purchase (including by way of a merger, consolidation, business combination, recapitalization, reorganization, liquidation, dissolution"," What is the definition of an ""Acceptable Confidentiality Agreement"" as stated in the document?"
